Word,POS,Lemma
جمائے,VB,جما
چرس,NN,چرس
جسکے,ADJ,جسکا
نمبرز,NN,نمبر
قدریں,NN,قدر
بیسن,PN,بيسن
لمیٹڈ,PN,لميٹڈ
سلیم,ADJ,سلیم
مناظرہ,NN,مناظرہ
لون,PN,لون
صہیب,ADJ,صہیب
موسمیات,NN,موسم
مخلصانہ,ADJ,مخلص
لوہا,NN,لوہا
وما,PN,وماً
آخر,NN,آخر
الحدیث,NN,الحدیث
بنائیے,VB,بن
دا,AA,دا
اٹک,PN,اٹک
شفیع,NN,شفیع
جھکائے,VB,جھكا
گیدڑ,NN,گيدڑ
بحیثیت,NN,بحیثیت
جادوگر,NN,جادوگر
خد,NN,خد
نائی,NN,نائی
\,EXP,\
هم,PN,هم
ڈرائیونگ,NN,ڈرائیو
نمائی,NN,نمائی
پبلشر,NN,پبلش
دریچہ,NN,دريچہ
چھانٹ,NN,چھانٹ
چونچ,NN,چونچ
میڈل,NN,ميڈل
اواخر,NN,آخر
کھلاتے,VB,كھا
کیلی,PN,كیلی
موجودات,NN,موجود
جاچکا,AA,جاچکا
روپوش,NN,روپوش
چبا,VB,چبا
آرا,VB,آرا
خیل,PN,خیل
بلیوں,NN,بلی
گھرے,VB,گھر
نجوم,NN,نجوم
مِلا,VB,مل
چو,PN,چو
مبلغ,NN,مبلغ
کرلی,NN,كرلی
بیشی,NN,بیشی
احمر,PN,احمر
ازدواجی,ADJ,ازدواج
ڈھونڈیں,VB,ڈھونڈ
ولولہ,NN,ولولہ
کھلونا,VB,کھلونا
اسلامیات,NN,اسلامیات
چٹکی,NN,چٹکی
واعظ,NN,واعظ
ہاکی,NN,ہاکی
حقِ,NN,حق
اغراض,NN,غرض
متحمل,NN,متحمل
شہزادہ,NN,شہزادہ
تاش,NN,تاش
ویو,NN,ویو
وزرا,NN,وزیر
سرسوں,NN,سرسوں
سلیکشن,NN,سلیکشن
انشورنس,NN,انشورنس
بحور,NN,بحور
کولا,PN,كولا
کمانڈر,PN,کمانڈر
ا,Q,آ
نہین,NN,نہ
فصلِ,NN,فصل
بینک,PN,بینک
سياسی,ADJ,سیاسی
جواہر,PN,جوہر
استعارے,NN,استعارہ
انواع,NN,نوع
کھٹ,PN,كھٹ
بیٹسمینوں,NN,بيٹسمین
سائٹوں,NN,سائٹ
ڈار,PN,ڈار
قصائی,NN,قصائی
نرائن,PN,نرائن
پہیلی,NN,پہیلی
مچانے,VB,مچا
رحمی,NN,رحم
پرکشش,ADJ,پرکشش
کائناتی,ADJ,کائنات
شوق,PN,شوق
کیچ,VB,کیچ
دلوا,VB,دلا
ناحق,ADJ,ناحق
قصاص,NN,قصاص
نوا,PN,نوا
جوتا,NN,جوتا
میکس,PN,میکس
آرائیاں,NN,آرائی
یوتھ,PN,یوتھ
برائن,PN,برائن
تصنیفات,NN,تصنيف
برلن,PN,برلن
سلمہ,PN,سلمہ
دارومدار,ADJ,دارومدار
مشک,NN,مشک
البانی,PN,البانی
تمثیل,NN,تمثیل
شبیہ,NN,شبیہ
تمغے,NN,تمغہ
خاکوں,NN,خاکہ
کالا,ADJ,کالا
حدیثوں,NN,حديث
الصلاۃ,PN,الصلاۃ
شاہراہوں,NN,شاہراہ
انڈین,NN,انڈین
گلے,VB,گلا
فقہی,ADJ,فقہی
سنائی,ADJ,سن
بدستور,ADJ,بدستور
باطل,ADJ,باطل
رہنماوں,NN,رہنما
سستا,VB,سستا
مسودہ,ADJ,مسودہ
یہان,PN,يہان
سمیٹ,NN,سمیٹ
بھرنا,VB,بھر
دلفریب,ADJ,دلفریب
مجیب,NN,مجیب
بیلی,PN,بیلی
بانڈ,NN,بانڈ
میڈیم,PN,میڈیم
ڈنڈی,NN,ڈنڈی
فائرنگ,ADJ,فائرنگ
صدیقہ,PN,صدیقہ
اعضا,NN,اعضا
دھکے,VB,دھکا
سوتے,NN,سو
کروانی,VB,كر
نمائندگان,NN,نمائندہ
بکنے,VB,بک
اسٹار,NN,اسٹار
دھیمی,ADJ,دھیمی
بتیاں,NN,بتی
گرنا,VB,گر
سکھاتے,VB,سكھا
بندوقیں,NN,بندوق
خدایا,PN,خدا
دھرم,NN,دھرم
اینٹوں,NN,اينٹ
فائرنگ,PN,فائر
يہ,ADJ,یہ
اسسٹنٹ,PN,اسسٹنٹ
ٹیل,PN,ٹيل
اِمام,PN,امام
زون,NN,زون
کمائے,VB,كما
الارض,NN,الارض
وش,PN,وش
کیلیے,PN,کیلیے
شود,NN,شود
صنعتوں,NN,صنعت
تحریکیں,NN,تحريک
رمل,PN,رمل
بحرحال,PN,بحرحال
خدانخواستہ,ADJ,خدانخواستہ
گیسو,NN,گيسو
مگ,NN,مگ
وریندر,PN,وریندر
لہرا,VB,لہر
لاپتہ,VB,لاپتہ
دئے,NN,دے
پہچانتا,VB,پہچان
بصد,ADV,بصد
صحتِ,NN,صحت
پرندہ,ADJ,پرندہ
اُف,NN,آف
بُو,NN,بو
بہارِ,NN,بہار
چوڑائی,NN,چوڑا
ویلز,PN,ويلز
بحوالہ,ADV,بحوالہ
العين,PN,العین
ڈالروں,NN,ڈالر
لئیے,NN,لے
چھیڑنے,VB,چھيڑ
حاصل,NN,حاصل
کھائیے,VB,كھا
ڈیویلپمنٹ,NN,ڈیويلپمنٹ
نوری,NN,نوری
وارن,PN,وارن
اعزاز,ADJ,اعزاز
پرکھا,VB,پرکھ
باقر,ADV,باقر
انڈر,PN,انڈر
مستقیم,PN,مستقیم
بوڑھا,NN,بوڑھا
ویری,NN,ویری
باندی,NN,باندی
شبلی,PN,شبلی
منتر,NN,منتر
وحی,PN,وحی
ٹچ,NN,ٹچ
بلکے,VB,بلکہ
نریندر,ADJ,نریندر
نویس,CA,نویس
ٹینکوں,NN,ٹینک
بیگانہ,NN,بيگانہ
صاحبان,PN,صاحب
مدرس,NN,مدرس
گالیوں,NN,گالی
جور,NN,جور
شوشہ,NN,شوشہ
ارباب,NN,ارباب
گھن,NN,گھن
لدھیانوی,PN,لدھيانوی
شاء,PN,شاء
ایما,NN,ايما
مضمر,ADJ,مضمر
سوچ,CA,سوچ
نقش,PN,نقش
رنجیدہ,ADJ,رنجیدہ
مقبرہ,NN,مقبرہ
ہوجائیں,AA,ہوجا
مصالحے,NN,مصالحہ
الٹی,NN,الٹی
ملانا,VB,مل
برطانوی,PN,برطانوی
ساغر,ADJ,ساغر
معیارات,NN,معيار
خراجِ,NN,خراج
ہری,VB,ہری
برانڈ,NN,برانڈ
ہنسے,VB,ہنس
ديکھ,VB,دیکھ
شفیق,ADJ,شفیق
ویرانی,NN,ويران
شائد,PN,شاید
دمک,NN,دمک
کرواتی,VB,كروا
اتارنا,VB,اتار
ابتر,ADJ,ابتر
مسجدیں,NN,مسجد
پتلے,NN,پتلا
ہودہ,ADJ,ہودہ
مذہبی,PN,مذہب
حمیت,NN,حمیت
دارد,ADJ,دارد
رائیٹ,PN,رائیٹ
بتادیا,VB,بتادیا
تعصبات,NN,تعصب
جھوم,NN,جھوم
بریانی,PN,بریانی
آوارگی,NN,آوارہ
ٹرن,PN,ٹرن
امیداورمحبت,NN,اميداورمحبت
ٹیوشن,NN,ٹيوشن
مقدور,NN,مقدور
موتی,ADJ,موتی
ڈیلیٹ,PN,ڈیلیٹ
مطبوعہ,NN,مطبوعہ
اکرم,ADJ,اکرم
صاحبزادی,NN,صاحبزادہ
ڈوگر,PN,ڈوگر
عریض,NN,عریض
لائق,ADJ,لائق
یونہی,ADV,یونہی
بلتستان,NN,بلتستان
برکاتہ,NN,بركاتہ
ٹوئٹر,PN,ٹوئٹ
نوع,ADJ,نوع
عرضی,ADJ,عرضی
ملوکیت,NN,ملوکیت
سبکدوش,ADJ,سبکدوش
سرعام,NN,سرعام
لیٹر,PN,لیٹر
تشریحات,NN,تشريح
روحیں,NN,روح
تين,NN,تین
دیگ,NN,دیگ
نزلہ,NN,نزلہ
نفسِ,NN,نفس
کیخلاف,PN,كيخلاف
غدار,ADJ,غدار
اٹھاتی,VB,اٹھ
سٹیو,PN,سٹیو
جمانے,VB,جم
عصری,ADJ,عصری
مآب,PN,ماب
ایز,PN,ایز
اسنے,VB,اس
لڑتا,VB,لڑ
علما,PN,علما
ارجنٹائن,PN,ارجنٹائن
لوٹنا,VB,لوٹ
گریں,VB,گر
ماہیت,NN,ماہیت
دوپٹے,NN,دوپٹہ
رسالوں,NN,رسالہ
مشاہدرضوی,PN,مشاہدرضوی
کاٹی,VB,كاٹ
راہب,NN,راہب
لاسٹ,PN,لاسٹ
بڑ,PN,بڑ
بھي,NN,بھی
ہمکنار,ADJ,ہمكنار
پہنتی,VB,پہن
ليا,VB,لے
بلیاں,NN,بلی
دھندے,NN,دھندا
چنگیز,PN,چنگيز
بائٹ,NN,بائٹ
ہوسٹ,NN,ہؤسٹ
پڑھے,NN,پڑھ
کک,NN,كک
جگجیت,NN,جگجیت
کند,NN,کند
دیوبند,NN,دیوبند
هے,NN,هے
چینلز,NN,چينل
سالار,NN,سالار
تلواریں,NN,تلوار
باندھی,VB,باندھ
حدت,NN,حدت
القادر,PN,القادر
نکلوا,VB,نكل
نوالہ,NN,نوالہ
آگے,NN,آگے
صبرِ,NN,صبر
آرٹس,PN,آرٹ
اسٹورٹ,PN,اسٹورٹ
گھٹیا,ADJ,گھٹ
افغانی,ADJ,افغان
نحو,NN,نحو
تی,VB,تی
فلحال,NN,فلحال
منی,NN,منی
بتلایا,VB,بتا
لٹیروں,NN,لٹیرا
ریحان,PN,ريحان
رنگیں,NN,رنگ
اڑے,VB,اڑ
تھامس,PN,تھامس
گوروں,NN,گورا
ثمرین,NN,ثمرین
خٹک,NN,خٹک
ٹیچرز,PN,ٹيچر
تارکین,NN,تارک
ودیا,PN,ودیا
ہوجائے,PN,ہوجائے
بیٹسمین,PN,بیٹسمین
قوالی,NN,قوالی
اسد,ADJ,اسد
کنگز,PN,كنگ
بلاوجہ,ADV,بلاوجہ
چرچ,PN,چرچ
اختلاط,NN,اختلاطِ
رباعیات,NN,رباعی
انوار,PN,نور
گوشوں,NN,گوشہ
اونچا,VB,اونچا
کفارہ,NN,كفارہ
دروغ,NN,دروغ
برآمدات,NN,برآمد
یں,NN,یں
سوسائٹی,PN,سوسائٹی
ابجد,NN,ابجد
دوڑتا,VB,دوڑ
مراکش,NN,مراکش
الوجود,PN,الوجود
معنیٰ,NN,معنی
فیل,PN,فیل
انرجی,PN,انرجی
حکایات,NN,حكایت
ھر,PN,ھر
سالی,NN,سالا
اتنی,PP,اتنا
سویٹ,NN,سویٹ
افغان,ADJ,افغان
هوں,NN,هوں
پھٹ,NN,پھٹ
دھماکہ,VB,دھماکہ
اسرائیلی,PN,اسرائیل
ملزموں,NN,ملزم
ارشد,NN,ارشد
قرات,NN,قرات
ناشاد,NN,ناشاد
توہین,PN,توہین
بڈھے,NN,بڈھا
سیہ,NN,سیہ
شاہکار,ADJ,شاہکار
ناجی,NN,ناجی
اپگریڈ,PN,اپگریڈ
گپیں,NN,گپ
عسقلانی,PN,عسقلانی
به,NN,به
اعتمادی,NN,اعتماد
رفو,NN,رفو
قیود,NN,قيود
شاپنگ,ADJ,شاپنگ
عیسی,ADJ,عيسي
گاؤں,VB,گاؤں
مینگل,PN,مينگل
قینچی,NN,قینچی
اسقدر,NN,اسقد
ٹیسٹنگ,NN,ٹيسٹ
ثناء,PN,ثناء
پجاری,NN,پجاری
مکھیوں,NN,مکھی
o,ADJ,o
عاصم,NN,عاصم
اڈہ,NN,اڈہ
ز,NN,ز
ذخیرے,NN,ذخيرہ
گالوں,NN,گال
ستھرا,CA,ستھرا
کھینچے,VB,کھينچ
رابعہ,NN,رابعہ
قرابت,NN,قربت
الٹے,NN,الٹ
ونگ,PN,ونگ
بلاتا,VB,بلا
سرفہرست,ADJ,سرفہرست
کتا,PN,کتا
کررکھا,VB,كررکھ
چاچو,AA,چاچو
بارگاہ,ADJ,بارگاہِ
ہٹنے,VB,ہٹ
ارتقائی,ADJ,ارتقا
ورچوئل,PN,ورچوئل
وڈیروں,NN,وڈيرا
یووراج,PN,یووراج
غائبانہ,ADJ,غائب
حربے,NN,حربہ
فوڈ,NN,فوڈ
وجد,NN,وجد
اونٹنی,NN,اونٹ
مشعل,NN,مشعل
تووہ,NN,تووہ
پروٹوکول,NN,پروٹوكول
جدوں,NN,جدہ
برادران,PN,برادر
مدینے,VB,مدینہ
اُٹھتا,VB,اٹھ
سزاؤں,NN,سزا
آشیاں,NN,آشیاں
کمپوزنگ,NN,كمپوز
سما,NN,سما
حسینی,PN,حسینی
کھدائی,NN,كھود
پڑھانا,VB,پڑھ
بھیس,NN,بھیس
ویلیو,PN,ويلیو
ايك,NN,ايك
عیشل,NN,عيشل
پنجوں,NN,پنجہ
جلا,PN,جل
بالنگ,NN,بالنگ
کرلے,NN,كرلے
برصغیر,ADJ,برصغیر
بڑھاتا,VB,بڑھ
پرتشدد,NN,پرتشدد
یابی,PN,یابی
کھونے,VB,كھو
ئے,PN,ئے
درندگی,NN,درندہ
اجتماعات,NN,اجتماع
حُسن,PN,حسن
بنگالی,NN,بنگال
سریش,PN,سریش
ولیمہ,NN,وليمہ
شہاب,ADJ,شہاب
چھتوں,NN,چھت
طعام,NN,طعام
ترنم,NN,ترنم
ازکم,ADJ,ازکم
تضادات,NN,تضاد
رہائی,ADJ,رہائی
عاجلہ,NN,عاجلہ
ریا,PN,ريا
مشقیں,NN,مشق
جاگنا,VB,جاگ
دھر,VB,دھر
رپورٹیں,NN,رپورٹ
ادرک,NN,ادرک
ماورا,NN,ماورا
ھاں,NN,ھاں
پرستی,PN,پرست
جمالِ,NN,جمال
بہانا,VB,بہہ
بلاول,NN,بلاول
عاشقوں,NN,عاشق
خلط,NN,خلط
میئر,NN,میئر
پراٹھا,NN,پراٹھا
چمڑے,NN,چمڑا
پھرے,AA,پھر
گوادر,PN,گوادر
شتر,ADJ,شتر
گردِ,NN,گرد
موجو,NN,موج
زلفیں,NN,زلف
کرائیں,VB,کر
واو,PN,واؤ
کرننگ,NN,كرننگ
سقم,NN,سقم
آرگنائزیشن,PN,آرگنائزیشن
ویلے,NN,ويلے
فرید,NN,فرید
اٹھو,PN,اٹھ
کچی,PN,كچی
مائنڈ,PN,مائنڈ
وانا,VB,وانا
ریزرو,NN,ريزرو
ناصح,NN,ناصح
ووٹنگ,PN,ووٹ
گھسنے,VB,گھس
نسائی,PN,نسائی
سکتاہے,AA,سکتاہے
سہولتوں,NN,سہولت
ناپ,NN,ناپ
زادی,NN,زادی
سرفراز,NN,سرفراز
ملائکہ,PN,ملائکہ
معصوم,PN,معصوم
پھنسی,VB,پھنس
ڈار,NN,ڈار
ثقل,NN,ثقل
بڑائی,NN,بڑائی
مہاجرین,PN,مہاجر
کالموں,NN,كالم
فعلاتن,PN,فعلاتن
رجسٹرڈ,PN,رجسٹرڈ
چھاؤنی,NN,چھاونی
دیوانہ,ADJ,ديوانہ
دردی,NN,دردی
بابا,ADJ,بابا
مطہرات,NN,مطہرات
کربلا,AA,کربلا
ادنیٰ,NN,ادنیٰ
منگنی,NN,منگنی
قرطبہ,PN,قرطبہ
غبارِ,NN,غبار
یلغار,NN,يلغار
الشیخ,PN,الشیخ
منازل,NN,منزل
چناب,PN,چناب
تھکتے,VB,تھک
تیمیہ,NN,تيمیہ
فکس,NN,فکس
مستعمل,VB,مستعمل
مجسمے,NN,مجسمہ
پیٹرولیم,NN,پيٹرول
انکاری,NN,انكار
لکڑیاں,NN,لكڑی
الفضل,PN,الفضل
لتا,PN,لتا
گرفتاریوں,NN,گرفتار
دھماکا,NN,دھماکا
رچ,PN,رچ
محو,PN,محو
پوٹ,NN,پوٹ
جامن,NN,جامن
کرنیں,NN,كرن
عزیزی,PN,عزیز
جسمیں,NN,جسم
مارو,PN,مار
نسائی,NN,نسائی
بھٹ,NN,بھٹ
وطنوں,NN,وطن
امتِ,NN,امت
ممبرز,PN,ممبر
شارپ,NN,شارپ
کرشنا,PN,کرشنا
پورٹل,NN,پورٹل
جسکی,PN,جسکی
مدھو,PN,مدھو
جلنا,VB,جل
ماسٹرز,PN,ماسٹر
کیتا,VB,كیتا
اوسطاً,ADV,اوسطاً
پھٹے,NN,پھٹ
مصالحت,NN,مصالحت
جُرم,NN,جرم
سبحانہ,NN,سبحانہ
استنبول,NN,اُستنبول
A,PN,a
ویرانے,NN,ویران
جھنگ,NN,جھنگ
اسرار,PN,اسرار
کھالیں,NN,كھال
باندھنا,VB,باندھ
ٹائپو,NN,ٹائپو
باشد,NN,باشد
پنڈ,PN,پنڈ
دہراتے,VB,دہرا
تاريخ,NN,تاریخ
روزنامہ,PN,روزنامہ
ضدی,ADJ,ضدی
فرنیچر,NN,فرنيچر
ایا,VB,ایا
میڈرڈ,PN,میڈرڈ
کفن,PN,كفن
جڑواں,ADJ,جڑواں
ہوسکتی,AA,ہوسکتی
الیکٹرک,PN,اليكٹرک
ریفرنس,PN,ريفرنس
بازیاب,NN,بازياب
سولر,ADJ,سولر
ملنگ,NN,ملنگ
دربار,ADJ,دربار
سبکو,PN,سبکو
قمع,NN,قمع
ابھرا,VB,ابھر
پکارنے,VB,پكار
وارداتیں,NN,واردات
نسوار,NN,نسوار
رہبر,NN,رہبر
ابھرتے,VB,ابھر
حجام,NN,حجام
گینگ,PN,گینگ
چا,PN,چا
ٹیلنٹ,NN,ٹيلنٹ
هے,VB,هے
المسلمون,PN,المسلمون
کاشف,ADJ,كاشف
نشو,NN,نشو
بریانی,ADJ,بریانی
کوچوں,NN,كوچہ
سرقہ,NN,سرقہ
میمن,PN,میمن
چنگاری,NN,چنگاری
خانقاہ,NN,خانقاہ
باباجی,PN,باباجی
خوروں,NN,خور
دماغوں,NN,دماغ
روشی,NN,روشی
بود,PN,بود
روبرو,PN,روبرو
قیس,PN,قیس
تھائی,ADJ,تھائی
معمر,ADJ,معمر
لائیٹ,PN,لائیٹ
باری,PN,باری
جھگڑوں,NN,جھگڑ
پینٹنگ,NN,پينٹ
پٹے,NN,پٹا
فیورٹ,PN,فيورٹ
بھولی,VB,بھول
اپکو,PN,اپكو
دستار,NN,دستار
ہیک,VB,ہیک
نبھایا,VB,نبھا
جوتیاں,NN,جوتی
زئی,PN,زئی
ازم,PN,ازم
لیتیں,VB,لیتیں
ٹوٹا,PN,ٹوٹ
عقلمند,ADJ,عقل
انصار,PN,انصار
تالی,NN,تالی
البدر,PN,البدر
نقطۂ,NN,نقطہ
لعن,PN,لعن
جھلکیاں,NN,جھلکی
ھمارے,NN,ھمارا
درشن,NN,درشن
لوری,PN,لوریٰ
میکے,NN,میکہ
پل,PN,پل
نہں,NEG,نہ
جتن,NN,جتن
اوجھل,ADJ,اوجھل
توقف,NN,توقف
انتظامیہ,PN,اِنتظام
کیبورڈ,NN,كيبورڈ
ھر,NN,ھر
لاقانونیت,NN,لاقانونیت
فروشوں,NN,فروش
خمیر,NN,خمیر
عیسی,NN,عيسی
درہ,NN,درہ
نیزے,NN,نيزہ
منیجمنٹ,PN,منيجمنٹ
جاہل,PN,جاہل
نظرثانی,NN,نظرثانی
درگت,NN,درگت
اوران,PN,اوران
ہلاکو,PN,ہلاکو
غنڈوں,NN,غنڈا
کھولیں,NN,كھول
کالز,NN,كال
بچاری,NN,بچاری
بولے,NN,بول
اُسکی,G,اسکی
نفیس,ADJ,نفیس
نچوڑ,NN,نچوڑ
ابراہیم,ADJ,ابراہیم
گذری,VB,گذر
خواندگی,NN,خواندگی
اسٹاف,NN,اسٹاف
بلدیہ,NN,بلدیہ
تذبذب,NN,تذبذب
سہراب,ADJ,سہراب
گرانا,VB,گر
جولین,PN,جولین
مقبرے,NN,مقبرہ
مافیا,NN,مافیا
آکر,AA,آکر
حیا,VB,حیا
مسلط,VB,مسلط
اُٹھا,PN,اٹھ
عرضِ,NN,عرض
ھماری,ADJ,ھمارا
چائیے,AA,چاہ
مہران,NN,مہران
ايسا,PN,ایسا
ارسطو,PN,ارسطو
خبررساں,ADJ,خبررساں
پکارتا,VB,پكار
راز,PN,راز
ثمینہ,NN,ثمینہ
پوسٹس,PN,پوسٹ
ذ,NN,ذ
کلیاتِ,NN,كلیہ
نگہ,NN,نگہ
بورڈز,NN,بورڈ
ڈویلپمنٹ,PN,ڈويلپمنٹ
عُمر,NN,عمر
اثرانداز,ADJ,اثرانداز
صدقات,NN,صدقہ
تکیے,NN,تكيہ
کجا,NN,كجا
تنکا,NN,تنکا
المخلوقات,NN,مخلوق
بگڑے,VB,بگڑ
سوزی,NN,سوزی
انسٹیٹیوٹ,PN,انسٹیٹیوٹ
تقی,ADJ,تقی
فعالیت,NN,فعال
قلندر,NN,قلندر
مشینیں,NN,مشين
پرستار,NN,پرستار
اطلاقیے,NN,اطلاق
زادے,NN,زادہ
ناپید,NN,ناپید
تقوی,NN,تقویٰ
درانی,PN,درانی
کھیلی,PN,كھیل
سوالیہ,NN,سوال
لیٹا,VB,لیٹ
نافرمان,NN,نافرمان
یتیم,PN,يتیم
بُرے,NN,بُرا
ایڈٹ,PN,ايڈٹ
گھرا,VB,گھرا
آہو,NN,آہو
پڑاؤ,NN,پڑاؤ
خلفائے,PN,خلیفہ
تیور,NN,تیور
سہیل,ADJ,سہیل
نفرتیں,NN,نفرت
شیری,PN,شیری
وعید,NN,وعید
خلد,NN,خلد
انٹرویوز,NN,انٹرویو
ظالمان,NN,ظالم
پھیرا,VB,پھیر
رومانیت,NN,رومان
عقلِ,NN,عقل
ممنوعہ,NN,ممنوع
گیان,NN,گيان
ابھرنے,VB,ابھر
ٹھیکے,NN,ٹھیکہ
نیتن,PN,نیتن
تشریف,VB,تشریف
جبرائیل,PN,جبرائیل
تسمیہ,NN,تسمیہ
طرہ,NN,طرہ
دگر,NN,دگر
سمندری,NN,سمندر
گھل,NN,گھل
شکستوں,NN,شكست
پمفلٹ,NN,پمفلٹ
معدوم,NN,معدوم
درس,ADJ,درس
منڈے,PN,منڈا
گھسیٹا,VB,گھسیٹ
باجماعت,NN,باجماعت
اعظمی,PN,اعظمی
رزاق,NN,رزاق
سیانے,VB,سیانہ
بیٹھی,PN,بیٹھ
چمکتا,VB,چمک
ٹراٹ,PN,ٹراٹ
زبوں,NN,زب
شرر,NN,شرر
پاگلوں,NN,پاگل
نیلام,NN,نيلام
رحم,PN,رحم
ناخوشگوار,ADJ,ناخوشگوار
سیموئلز,PN,سيمويل
گھڑا,NN,گھڑا
لڑائیاں,NN,لڑائی
سُننے,VB,سن
ح,PN,ح
ڈومیسٹک,PN,ڈومیسٹک
گداز,NN,گداز
سنہرے,ADJ,سنہرا
ابوہریرہ,PN,ابوہريرہ
جھوٹے,ADJ,جھوٹ
الزمان,PN,الزمان
آگئیں,VB,آ
مجازی,ADJ,مجازی
چودھری,PN,چودھری
جائداد,NN,جائداد
جبل,PN,جبل
ماورائے,ADJ,ماورائے
گوندل,PN,گوندل
اینجلو,PN,اينجلو
ایماندار,NN,ايماندار
تہِ,NN,تہ
چُکا,AA,چُکا
آموز,NN,آموز
کھر,PN,كھر
گھبراتے,VB,گھبرا
مولی,NN,مولی
ڈالا,PN,ڈال
کولیسٹرول,NN,کوليسٹرول
رکنا,VB,رک
پسماندگی,NN,پسماندہ
جلاتے,VB,جل
تھوڑی,ADV,تھوڑا
ہادی,NN,ہادی
خدائے,PN,خدا
کراں,NN,كراں
پروپیگنڈا,NN,پروپيگنڈا
دين,NN,دین
پنسل,NN,پنسل
کولڈ,PN,كولڈ
نوابزادہ,ADJ,نوابزادہ
قصور,ADJ,قصور
غیرتی,ADJ,غيرت
دوبالا,VB,دوبالا
بینکاری,NN,بينکاری
راشدین,PN,راشدین
گلفس,NN,گلفس
ٹھان,VB,ٹھان
عابدہ,ADJ,عابدہ
غلہ,NN,غلہ
پیداواری,ADJ,پيداوار
مہاراجہ,NN,مہاراجہ
بدامنی,NN,بدامن
فرماں,NN,فرماں
لیفٹ,PN,ليفٹ
نوش,ADJ,نوش
جوائنٹ,PN,جوائنٹ
شیو,NN,شیو
گدی,NN,گدی
اختراع,NN,اختراع
آگئے,NN,آگئے
نی,AA,نی
تصیح,NN,تصیح
ھوئی,NN,ھو
منوا,VB,منا
واپڈا,NN,واپڈا
بلھے,PN,بلھے
مقولہ,NN,مقولہ
رحمتِ,NN,رحمت
لفافہ,NN,لفافہ
گارڈ,PN,گارڈ
کراتا,VB,كر
کردہ,NN,کردہ
شمیم,PN,شميم
نژاد,PN,نژاد
شائبہ,NN,شائبہ
کيے,VB,کر
گورڈن,PN,گورڈن
کمانا,VB,كما
اتارے,VB,اتار
سنتِ,NN,سنت
پڑوسن,NN,پڑوسی
آزار,ADJ,آزار
جادوگر,PN,جادوگر
ناسخ,NN,ناسخ
مرہون,ADJ,مرہون
نمکین,NN,نمکین
خندق,NN,خندق
مند,PN,مند
لکیروں,NN,لكير
آبلہ,NN,آبلہ
تلواروں,NN,تلوار
بامعنی,ADJ,بامعنی
خودمختار,ADJ,خودمختار
کوئي,PN,کوئی
دلائے,VB,دلا
ڈانٹا,VB,ڈانٹ
ہلیری,PN,ہلیری
متمنی,ADJ,متمنی
زیتون,NN,زيتون
سائمن,PN,سائمن
عمائدین,NN,عمائد
محاسبہ,NN,محاسبہ
کارفرما,VB,كارفرما
اشیائے,NN,اشیا
انتباہ,NN,انتباہ
آگئی,ADJ,آگئی
الحقیقت,NN,الحقيقت
تومیں,NN,تومیں
نگہداشت,NN,نگہداشت
مشکلیں,NN,مشكل
جلی,NN,جل
داتا,ADJ,داتا
پیتھی,PN,پيتھی
ملٹری,PN,ملٹری
سناتی,VB,سن
چڑیاں,NN,چڑیا
پیسٹ,VB,پيسٹ
پاپڑ,NN,پاپڑ
ارشادِ,NN,اِرشاد
رحمتہ,NN,رحمتہ
آہنی,ADJ,آہنی
برسا,VB,برس
ملز,PN,مل
علیٰ,NN,علیٰ
موصول,ADJ,موصول
بائبل,NN,بائبل
جانداروں,NN,جاندار
شعبدہ,ADJ,شعبدہ
پيدا,VB,پیدا
ہیرا,PN,ہیرا
لذتِ,NN,لذت
سرائیکی,PN,سرائیکی
شفا,VB,شفا
کلپ,NN,كلپ
الحدیث,PN,الحدیث
نکاح,PN,نکاح
شاٹس,NN,شاٹ
مارو,NN,مارو
وسنت,NN,وسنت
ڈال,PN,ڈال
سیمنٹ,NN,سیمنٹ
میزائیل,NN,ميزائیل
معیاد,NN,معیاد
ابھرتا,VB,ابھر
كر,AA,کر
طبرانی,NN,طبرانی
سادے,NN,سادہ
لائنیں,NN,لائن
سحر,ADJ,سحر
تکفیر,NN,تكفیر
گریجویٹ,PN,گريجویٹ
سرمد,NN,سرمد
ہندسے,NN,ہندسہ
تل,NN,تل
متاعِ,NN,متاع
حدیں,NN,حد
البدیہہ,NN,البديہہ
غزلِ,NN,غزل
راک,PN,راک
سرا,NN,سرا
گرام,PN,گرام
سلسلوں,NN,سلسلہ
قبیلوں,NN,قبیلہ
مولیٰ,NN,مولیٰ
افروز,ADJ,افروز
ڈٹے,VB,ڈٹ
تسخیر,NN,تسخیر
جنّت,NN,جنت
السّلام,PN,السلام
ض,CA,ض
گلیکسی,PN,گلیکسی
ڈسکس,NN,ڈسکس
محاوروں,NN,محاورہ
ہٹانا,VB,ہٹ
سرا,PN,سرا
جاگیرداروں,NN,جاگيردار
شاملِ,NN,شامل
افروز,PN,افروز
اين,PN,این
پھرا,VB,پھر
ماڈرن,PN,ماڈرن
منافق,ADJ,منافق
اسراف,NN,سرف
بدبخت,NN,بدبخت
خواہی,NN,خواہی
سجانے,VB,سجان
نادانی,NN,نادان
چو,CA,چو
شلوار,ADJ,شلوار
روئے,NN,روئے
خالصتاً,ADV,خالص
تھانوں,NN,تھانہ
کاوشیں,NN,کاوش
شبہہ,NN,شبہہ
مسلکی,ADJ,مسلک
بدایونی,PN,بدايونی
