Word,POS,Lemma
ترتیب,NN,ترتیب
پہلو,NN,پہلو
معاف,NN,معاف
رضا,PN,رضا
شہید,NN,شہید
ھے,VB,ھے
جائزہ,NN,جائزہ
ہوگئی,AA,ہوگیا
پکڑ,VB,پكڑ
کیں,VB,کر
تھوڑا,Q,تھوڑا
اوقات,NN,وقت
مثلاً,ADV,مثلاً
جمہوریت,NN,جمہوریت
براہ,NN,براہ
سیٹ,NN,سیٹ
صفحات,NN,صفحہ
نتائج,NN,نتیجہ
پروفیسر,NN,پروفیسر
بد,ADJ,بد
بلا,ADV,بلا
گھروں,NN,گھر
ں,VB,ں
طالب,NN,طالب
راز,NN,راز
چلتے,VB,چل
درکار,ADJ,درکار
ہسپتال,NN,ہسپتال
بادشاہ,NN,بادشاہ
سرحد,NN,سرحد
لگتے,AA,لگ
دفاع,NN,دفاع
اقوام,NN,قوم
اکثریت,NN,اکثر
نوجوان,ADJ,جوان
فیصل,NN,فيصل
آیات,NN,آیت
پیپلز,PN,پيپلز
ورلڈ,PN,ورلڈ
وکٹ,NN,وکٹ
دلیل,NN,دلیل
دولت,NN,دولت
چاہ,VB,چاہ
انتہا,NN,انتہا
امر,NN,امر
جیت,VB,جیت
توبہ,NN,توبہ
ورژن,NN,ورژن
بوقت,ADV,بوقت
خارجہ,NN,خارجہ
کمیشن,NN,کمیشن
والدین,NN,والدین
فائرنگ,NN,فائرنگ
اینڈ,PN,اینڈ
کیجئے,VB,كے
تیاری,NN,تیار
عہد,NN,عہد
مکان,NN,مکان
عملی,ADJ,عملی
فیض,NN,فیض
مسئلے,NN,مسئلہ
مہینے,NN,مہینہ
لڑائی,NN,لڑ
کررہے,VB,كررہ
فاتح,NN,فتح
پرویز,PN,پرویز
حفاظت,NN,حفاظت
ہا,PN,ہا
پاؤں,NN,پاؤں
مصنف,NN,مصنف
فٹ,NN,فٹ
نسبت,NN,نسبت
عائد,ADJ,عائد
اسکول,NN,اسکول
آئین,NN,آئین
قوت,NN,قوت
فارسی,PN,فارسی
کلاس,NN,كلاس
مہم,NN,مہم
چینی,NN,چینی
وعدہ,NN,وعدہ
کاپی,NN,کاپی
ملتے,VB,مل
پاکستانی,PN,پاکستان
اقتدار,NN,اقتدار
انسانوں,NN,انسان
بھٹو,NN,بھٹو
سننے,VB,سن
نہيں,NEG,نہیں
اک,PN,اک
رواں,ADJ,رواں
ناک,NN,ناک
سالوں,NN,سال
شاہد,NN,شاہد
دیوار,NN,دیوار
جذبات,NN,جذبہ
ذرا,ADJ,ذرا
سونے,VB,سو
شگفتہ,NN,شگفتہ
فوراً,ADV,فوراً
جاں,NN,جاں
جماعتوں,NN,جماعت
تینوں,OR,تین
بوجھ,NN,بوجھ
چاہیے,VB,چاہ
سادہ,ADJ,سادہ
خاک,NN,خاک
کرسکتے,VB,كرسکا
ساتھی,NN,ساتھی
بھیجا,VB,بھيج
قیصرانی,NN,قيصرانی
خرم,NN,خرم
مزہ,NN,مزہ
خطرہ,NN,خطرہ
واقعے,NN,واقعہ
حاضری,NN,حاضری
لطف,NN,لطف
سخن,NN,سخن
دروازے,NN,دروازہ
شان,NN,شان
اصل,NN,اصل
فوری,ADJ,فوری
شکایت,NN,شکایت
الحال,NN,الحال
ویسٹ,PN,ویسٹ
محب,NN,محب
معمولی,ADJ,معمول
پتھر,NN,پتھر
چلنے,VB,چل
کیس,NN,کیس
حیران,ADJ,حیران
اہلِ,NN,اہل
سہولت,NN,سہولت
تھریڈ,NN,تھریڈ
ایجنسی,NN,ایجنسی
حرکت,NN,حرکت
یقیناً,ADV,یقیناً
سڑک,NN,سڑک
معروف,ADJ,معروف
لگائے,VB,لگ
فرد,NN,فرد
نفرت,NN,نفرت
قوانین,NN,قانون
طبیعت,NN,طبیعت
تخلیق,NN,تخلیق
ناول,NN,ناول
عبد,NN,عبد
اولاد,NN,اولاد
ہوگئی,VB,ہوگیا
سعود,PN,سعود
روک,VB,روک
روایات,NN,روایت
شور,NN,شور
رمضان,PN,رمضان
موسیقی,NN,موسیقی
جسٹس,PN,جسٹس
ارکان,NN,رکن
بنگلہ,NN,بنگلہ
طرز,NN,طرز
موجودگی,NN,موجودگی
شاندار,ADJ,شاندار
اہلکاروں,NN,اہلكار
علامہ,NN,علامہ
فرحت,NN,فرحت
بھاگ,VB,بھاگ
ویڈیو,NN,ویڈیو
نصیب,NN,نصیب
ناراض,ADJ,ناراض
مفت,ADJ,مفت
نشان,NN,نشان
پڑتی,AA,پڑ
بچا,VB,بچ
ادبی,ADJ,ادبی
انجام,NN,انجام
وفاقی,ADJ,وفاق
بندہ,NN,بندہ
درخت,NN,درخت
لمبی,ADJ,لمبا
ڈر,NN,ڈر
محروم,ADJ,محروم
پالیسی,NN,پالیسی
سمجھے,VB,سمجھ
گذشتہ,ADJ,گذشتہ
تشریف,NN,تشریف
غرض,NN,غرض
کونسل,NN,کونسل
دوستی,NN,دوست
باری,NN,باری
برطانوی,ADJ,برطانوی
تہذیب,NN,تہذیب
مخالفت,NN,مخالفت
بنتا,VB,بن
قبائلی,ADJ,قبائل
ص,CA,ص
احادیث,NN,حدیث
باقاعدہ,ADJ,باقاعدہ
پائی,VB,پا
پڑھتے,VB,پڑھ
عذاب,NN,عذاب
مرکز,NN,مرکز
بچ,VB,بچ
علماء,NN,علماء
صدی,NN,صدی
سماعت,NN,سماعت
ماہرین,NN,ماہر
جاننے,VB,جان
آپکو,PN,اپكو
گوشت,NN,گوشت
گلی,NN,گلی
حکیم,NN,حکیم
افغانستان,PN,افغانستان
اننگز,NN,اننگ
پینے,VB,پی
مقدمہ,NN,مقدمہ
دار,ADJ,دار
باجو,NN,باجو
ہوجاتا,VB,ہوجا
رحم,NN,رحم
متعلقہ,ADJ,متعلق
ھیں,NN,ھے
عدم,NN,عدم
مبنی,ADJ,مبنی
گوگل,NN,گوگل
فہیم,NN,فہیم
جاسکتا,AA,جاسکا
آمین,PN,آمین
چپ,NN,چپ
مرکزی,ADJ,مرکزی
آگاہ,ADJ,آگاہ
عباس,PN,عباس
لگائی,VB,لگا
شوہر,NN,شوہر
کرلیا,VB,كرلے
منصوبہ,NN,منصوبہ
تاریخی,ADJ,تاريخی
انتظام,NN,انتظام
فرمائیں,VB,فرما
قسمت,NN,قسمت
مرحوم,ADJ,مرحوم
لئیے,ADV,لے
وفا,PN,وفا
صوبے,NN,صوبہ
راجہ,NN,راجہ
ترین,NN,ترین
گناہ,NN,گناہ
منع,NN,منع
بیک,PN,بیک
حامل,ADJ,حامل
پیٹ,PN,پیٹ
گزار,VB,گزار
ارشاد,NN,ارشاد
سکی,AA,سکا
سفید,ADJ,سفید
یورپ,PN,يورپ
مند,ADJ,مند
ہین,PN,ہین
پہچان,NN,پہچان
لڑکے,NN,لڑکا
مبارکباد,NN,مبارکباد
سکون,NN,سکون
معیار,NN,معیار
م,PN,م
نستعلیق,PN,نستعلیق
موقف,NN,موقف
بندہ,ADJ,بندہ
بلوچ,NN,بلوچ
پڑا,VB,پڑا
کھیلنے,VB,کھیل
شریعت,NN,شریعت
دیکھا,AA,دیکھ
مہمان,NN,مہمان
تیزی,NN,تیز
حکمت,NN,حکمت
اقدامات,NN,اقدام
دکھا,VB,دکھا
تحقیقات,NN,تحقیق
پیج,NN,پیج
بھرپور,ADJ,بھرپور
نگاہ,NN,نگاہ
اپیا,PN,اپی
پنجاب,PN,پنجاب
ملکوں,NN,ملک
ملوث,ADJ,ملوث
عمارت,NN,عمارت
بھاری,ADJ,بھاری
باغ,NN,باغ
مراسلے,NN,مراسلہ
ٹوٹ,VB,ٹوٹ
روانہ,ADJ,روانہ
حکمران,NN,حكمران
توقع,NN,توقع
احترام,NN,احترام
مارا,VB,مار
رضی,ADJ,رضی
حقائق,NN,حقیئقت
انگلش,PN,انگلش
آمین,NN,آمین
مظاہرہ,NN,مظاہرہ
جیل,NN,جیل
سید,PN,سید
دعائیں,NN,دعا
سوار,ADJ,سوار
شرط,NN,شرط
بحر,NN,بحر
یقینا,ADV,یقیناً
کافر,NN,كافر
وارث,NN,وارث
اعتماد,NN,اعتماد
ذرا,PN,ذرا
افسر,NN,افسر
وکٹیں,NN,وکٹ
گیلانی,PN,گيلانی
ون,PN,ون
کپڑے,NN,کپڑا
مسلح,ADJ,مسلح
ونڈوز,PN,ونڈو
بولی,NN,بول
ایلی,PN,ائلی
کردی,VB,كردی
آرہا,VB,آرہا
دریافت,NN,دریافت
الزامات,NN,الزام
مذکورہ,ADJ,مذکورہ
نظریہ,NN,نظریہ
بورڈ,PN,بورڈ
بیٹھا,VB,بيٹھ
مردوں,NN,مرد
ضلع,NN,ضلع
افواج,NN,فوج
بیت,NN,بیت
سیلاب,NN,سيلاب
پڑتا,VB,پڑ
ہٹ,VB,ہٹ
تعاون,NN,تعاون
حالیہ,ADJ,حالیہ
سیر,NN,سیر
دعویٰ,NN,دعوی
شہری,NN,شہری
چہرہ,NN,چہرہ
شہروں,NN,شہر
اگلی,ADJ,اگلا
سبق,NN,سبق
اختتام,NN,ختم
بولنے,VB,بول
مستقل,ADJ,مستقل
بڑھا,VB,بڑھ
مفید,ADJ,مفید
اعمال,NN,اعمال
نبی,ADJ,نبی
فارغ,ADJ,فارغ
فورسز,NN,فورس
مرنے,VB,مر
اُن,PD,اُن
قبضہ,NN,قبضہ
بھائیوں,NN,بھائی
آپ,NN,آپ
ہندو,PN,ہندو
لالہ,NN,لالہ
/,PM,/
آدم,NN,آدم
جتنے,Q,جتنا
روٹی,NN,روٹی
پڑھے,VB,پڑھ
آپکے,G,اپكا
وکیل,NN,وکیل
سورج,PN,سورج
کارڈ,NN,کارڈ
لندن,PN,لندن
چوری,NN,چور
کیفیت,NN,کیفیت
احمد,ADJ,احمد
انعام,NN,انعام
امور,NN,امور
علیحدہ,ADJ,علیحدہ
اول,NN,اول
لینا,AA,لے
متعدد,ADJ,متعدد
شراب,NN,شراب
آگیا,VB,آگیا
معاشرہ,NN,معاشرہ
مہیا,ADJ,مہیا
بیماری,NN,بیماری
کاروبار,NN,کاروبار
ٹیلی,ADJ,ٹیلی
لہٰذا,ADV,لہذا
پڑھنا,VB,پڑھ
معافی,NN,معافی
مزاح,NN,مزاح
انسانیت,NN,انسان
آل,PN,ال
بخش,ADJ,بخش
فرصت,NN,فرصت
خاموشی,NN,خاموش
کررہا,VB,كررہ
مقامات,NN,مقام
ملیں,VB,مل
مشرقی,ADJ,مشرقی
تیل,NN,تیل
کھایا,VB,کھا
حصول,NN,حصول
ہلاکت,NN,ہلاکت
انڈیز,PN,انڈیز
دلی,NN,دلی
اٹھ,VB,آٹھ
تشکیل,NN,تشکیل
اٹھایا,VB,اٹھ
کیلئے,NN,کیلئے
قدرت,NN,قدرت
صحافی,NN,صحافی
بھئی,ADJ,بھئی
نواز,NN,نواز
صحابہ,NN,صحابہ
جیہ,NN,جیہ
پہنچنے,VB,پہنچ
حسن,PN,حسن
حجاب,NN,حجاب
امتحان,NN,امتحان
تحفظ,NN,تحفظ
کال,NN,كال
مالی,ADJ,مال
ترکی,PN,ترکی
مارے,VB,مار
انقلاب,NN,انقلاب
اختر,PN,اختر
ورڈ,PN,ورڈ
فخر,NN,فخر
سمت,NN,سمت
لباس,NN,لباس
قابو,NN,قابو
نیم,ADJ,نیم
اعجاز,PN,اعجاز
کاموں,NN,کام
حکومتی,ADJ,حکومت
امکان,NN,امکان
صلاحیت,NN,صلاحیت
شہریوں,NN,شہری
دہلی,PN,دہلی
رہنمائی,NN,رہنما
مبتلا,ADJ,مبتلا
مجموعی,ADJ,مجموعی
افغان,PN,افغان
شیئر,NN,شیئر
نعت,NN,نعت
کلک,NN,كلک
اتحاد,NN,اتحاد
مثبت,ADJ,مثبت
جوش,NN,جوش
پشاور,NN,پشاور
تقریب,NN,تقریب
مٹی,NN,مٹی
بناتے,VB,بن
دا,PN,دا
تقریر,NN,تقریر
مشکلات,NN,مشکل
ڈے,PN,ڈے
کوئٹہ,NN,کوئٹہ
تعلیمی,ADJ,تعلیم
اساتذہ,NN,اساتذہ
خیریت,NN,خيریت
گزرے,VB,گزر
نمایاں,ADJ,نمایاں
آپکی,G,آپکا
مقدمے,NN,مقدمہ
نمائش,NN,نمائش
لڑکیوں,NN,لڑکی
کردیں,VB,كردے
واقف,ADJ,واقف
حیدر,PN,حيدر
رد,NN,رد
مدت,NN,مدت
توڑ,VB,توڑ
سازش,NN,سازش
مندرجہ,ADJ,مندرجہ
دورہ,NN,دورہ
ہدف,NN,ہدف
معمول,NN,معمول
تجزیہ,NN,تجزیہ
ہنسی,NN,ہنس
ذہنی,ADJ,ذہن
وسیع,ADJ,وسیع
بھیا,SC,بھیا
سماجی,ADJ,سماج
عظیم,NN,عظیم
ﷺ,PN,ﷺ
اتر,VB,اتر
بلا,VB,بلا
ہوگیا,AA,ہوگيا
ٹوئنٹی,PN,ٹوئنٹی
ی,PN,ی
قصور,NN,قصور
لکھیں,VB,لکھ
خبریں,NN,خبر
دلوں,NN,دل
خطرناک,ADJ,خطرناک
فروخت,NN,فروخت
دلائل,NN,دلیل
متن,NN,متن
ہوش,NN,ہوش
جاوید,PN,جاوید
چوہدری,NN,چوہدری
فانٹ,NN,فانٹ
عدد,NN,عدد
بتائے,VB,بتا
بچی,NN,بچی
اِس,PP,اِس
نفس,NN,نفس
کاری,NN,کاری
نیوزی,PN,نيوزی
اعلی,ADJ,اعلی
کپتان,NN,کپتان
قبر,NN,قبر
معاشی,ADJ,معاشی
عزیز,NN,عزیز
ماہر,NN,ماہر
پیاری,ADJ,پيارا
ہتھیار,NN,ہتھیار
دروازہ,NN,دروازہ
احسان,NN,احسان
شعور,NN,شعور
پڑھیں,VB,پڑھ
روحانی,ADJ,روح
چیف,PN,چیف
زین,NN,زین
فضا,NN,فضا
فعل,NN,فعل
ڈالی,VB,ڈال
انشاءاللہ,NN,انشاءاللہ
پسندی,NN,پسند
زبانوں,NN,زبان
جانور,NN,جانور
قصہ,NN,قصہ
آنسو,NN,آنسو
دباؤ,NN,دباؤ
سیدہ,ADJ,سید
ایڈیٹر,NN,ایڈیٹر
جات,NN,جات
برقرار,ADJ,برقرار
گول,NN,گول
جنوبی,ADJ,جنوب
تفصیلات,NN,تفصیل
ہستی,NN,ہستی
سنگ,NN,سنگ
ہائی,PN,ہائی
سانس,NN,سانس
فطرت,NN,فطرت
ترک,NN,ترک
بولے,VB,بول
لازمی,ADJ,لازم
بتانا,VB,بتا
علی,ADJ,علی
سیاہ,ADJ,سیاہ
بنائیں,VB,بنا
فارم,NN,فارم
عسکری,ADJ,عسکری
سکوں,NN,سکا
ٹاپ,NN,ٹاپ
مجید,NN,مجید
نافذ,ADJ,نافذ
سنجیدہ,ADJ,سنجیدہ
یافتہ,ADJ,یافتہ
بزرگ,NN,بزرگ
انگلینڈ,PN,انگلینڈ
ہزاروں,Q,ہزار
اخلاقی,ADJ,اخلاق
برسوں,NN,برس
تقریبا,ADV,تقریباً
وفات,NN,وفات
بھری,ADJ,بھر
ہوجاتی,VB,ہوجاتی
تعالٰی,NN,تعالی
لاکھوں,Q,لاکھ
ہوٹل,NN,ہوٹل
محسن,PN,محسن
بہتری,NN,بہتر
پل,NN,پل
شہادت,NN,شہادت
پار,NN,پار
چاروں,OR,چار
اوباما,PN,اوباما
خاصی,Q,خاص
منصوبے,NN,منصوبہ
شیعہ,NN,شیعہ
کنارے,NN,کنارا
ڈاؤن,PN,ڈاون
نیٹو,PN,نيٹو
اوہ,INT,اوہ
پیارے,NN,پیارا
ساز,NN,ساز
سرخ,ADJ,سرخ
بنتی,VB,بن
قدیم,ADJ,قدیم
سیکھنے,VB,سیکھ
قربانی,NN,قربانی
موڈ,NN,موڈ
بہنا,VB,بہہ
محل,NN,محل
دال,NN,دال
فہمی,NN,فہم
سرمایہ,NN,سرمایہ
مذمت,NN,مذمت
جوان,ADJ,جوان
کھڑی,ADJ,کھڑا
نیوز,PN,نیوز
امیدوار,NN,امیدوار
نوعیت,NN,نوعیت
خدمات,NN,خدمت
شیطان,NN,شيطان
آرہی,VB,آرہی
آپکا,G,آپکا
تعلیمات,NN,تعلیم
گولی,NN,گولی
دامن,NN,دامن
نستعلیق,NN,نستعلیق
ڈر,VB,ڈر
گزرا,VB,گزر
فری,PN,فری
نشاندہی,NN,نشاندہی
انکو,PN,انكو
وارث,PN,وارث
ٹیکس,NN,ٹیکس
شرح,NN,شرح
دورے,NN,دورہ
قاری,NN,قاری
بینک,NN,بینک
گلے,NN,گلا
ء,PM,ء
آجکل,NN,اجكل
رسم,NN,رسم
رویہ,NN,رویہ
پری,NN,پری
معاہدے,NN,معاہدہ
روم,NN,روم
یار,PN,یار
وابستہ,ADJ,وابستہ
تے,NN,تے
چاہیں,AA,چاہ
مطلع,ADJ,مطلع
نہین,NEG,نہ
صفحے,NN,صفحہ
اثرات,NN,اثر
چاہتی,AA,چاہ
رسائی,NN,رسائی
صحافیوں,NN,صحافی
والدہ,NN,والدہ
شناخت,NN,شناخت
سنائی,VB,سن
میسر,ADJ,میسر
تحاریر,NN,تحریر
جاؤں,AA,جا
مصرع,NN,مصرع
آفس,NN,آفس
گاہ,NN,گاہ
فاروق,PN,فاروق
صارفین,NN,صارف
الحق,PN,الحق
عربی,PN,عرب
تصویریں,NN,تصویر
سافٹ,PN,سافٹ
فرقہ,NN,فرقہ
اسامہ,NN,اسامہ
ایمان,PN,اِیمان
اپیل,NN,اپیل
فائنل,NN,فائنل
کھیل,VB,کھیل
روس,PN,روس
اخلاق,NN,اخلاق
تے,VB,تے
پنجابی,PN,پنجاب
نامعلوم,ADJ,نامعلوم
تذکرہ,NN,تذکرہ
متحدہ,PN,متحدہ
نکاح,NN,نکاح
لال,ADJ,لال
کیلئے,VB,کیلئے
ضمن,NN,ضمن
اسلحہ,NN,اسلحہ
یونس,PN,يونس
گیندوں,NN,گیند
اوورز,NN,اوور
صوبائی,ADJ,صوبہ
چلانے,VB,چل
لشکر,NN,لشکر
داغ,NN,داغ
محمود,PN,محمود
بقول,NN,بقول
جنگل,NN,جنگل
ضائع,ADJ,ضائع
تھوڑا,ADJ,تھوڑ
موضوعات,NN,موضوع
چینل,NN,چینل
رک,VB,رک
عبداللہ,NN,عبداللّٰہ
روکنے,VB,روک
ذوق,NN,ذوق
جارہا,AA,جارہا
بازوں,NN,باز
ﷺ,CA,ﷺ
فروغ,NN,فروغ
سلوک,NN,سلوک
علوم,NN,علم
دکھ,VB,دکھ
ايک,PN,ایک
جوہری,ADJ,جوہری
حدود,NN,حد
خوشبو,NN,خوشبو
اخبارات,NN,اخبار
چراغ,NN,چراغ
ڈھونڈ,VB,ڈھؤنڈ
گانے,NN,گانا
قبلہ,NN,قبلہ
نظامی,PN,نظام
آخرت,NN,اخرت
مشترکہ,ADJ,مشترکہ
عمار,NN,عمار
چور,NN,چور
ڈرون,PN,ڈرون
آجائے,VB,اجائے
طالبان,PN,طالبان
قول,NN,قول
مجموعہ,NN,مجموعہ
درجے,NN,درج
عائشہ,NN,عائشہ
بظاہر,ADV,بظاہر
نظریات,NN,نظریہ
بتائیے,VB,بتا
دارالحکومت,NN,دارالحکومت
میر,PN,میر
دکھایا,VB,دكھا
بدولت,NN,بدولت
پہنچی,VB,پہنچ
زمرے,NN,زمرہ
چلتی,VB,چل
ٹیکنالوجی,NN,ٹیکنالوجی
لب,NN,لب
تعالیٰ,PN,تعالی
آب,NN,اب
محمود,NN,محمود
بیمار,ADJ,بیمار
غالباً,ADV,غالباً
کاٹ,VB,کاٹ
ے,NN,ے
کہوں,NN,كہہ
بتائی,VB,بتا
تاثر,NN,تاثر
منتظر,ADJ,منتظر
عارف,NN,عارف
وزیرِ,NN,وزیر
ادارہ,NN,ادارہ
محسن,NN,محسن
لغت,NN,لغت
ولی,PN,ولی
آلہ,NN,الہ
کونسی,KD,کونسی
سنچری,PN,سنچری
قیمتی,ADJ,قیمت
جمہوری,ADJ,جمہوری
کیلئے,ADV,کیلئے
سینکڑوں,NN,سینکڑہ
چاہیں,VB,چاہ
سوچنے,VB,سوچ
تباہی,NN,تباہی
ہورہا,VB,ہورہ
دھوپ,NN,دھوپ
مرتب,ADJ,مرتب
تنہا,ADJ,تنہا
کرسکتا,VB,كرسکا
جلد,NN,جلد
انتقال,NN,انتقال
سائز,NN,سائز
مارکیٹ,NN,مارکیٹ
سیدھا,ADJ,سيدھا
ر,PN,ر
دیش,NN,بدیش
نکالا,VB,نکال
دیجئے,AA,دے
ٹو,PN,ٹو
سندھ,PN,سندھ
جمیل,PN,جمیل
اصلی,ADJ,اصل
نوجوانوں,NN,نوجوان
مبینہ,ADJ,مبینہ
وکٹوں,NN,وکٹ
پنجابی,ADJ,پنجابی
سیکھ,VB,سیکھ
یقینی,ADJ,یقینی
نور,NN,نور
بحال,ADJ,بحال
چیف,ADJ,چیف
خودکش,ADJ,خودکش
ڈھیر,NN,ڈھیر
منفی,ADJ,منفی
اماں,NN,اماں
بجا,VB,بج
حروف,NN,حرف
چاہئیے,AA,چاہ
نکلنے,VB,نکل
فائر,PN,فائر
کھیلے,VB,کھیل
ضبط,NN,ضبط
لگاتے,VB,لگ
بخاری,NN,بخاری
مقاصد,NN,مقصد
پرانا,ADJ,پرانا
عہدے,NN,عہدہ
جج,NN,جج
الرحمن,PN,الرحمن
انسٹال,NN,انسٹال
نصب,NN,نصب
آپ,PN,آپ
پانے,VB,پا
تفتیش,NN,تفتیش
مقدس,PN,مقدس
کہوں,VB,كہہ
گورنر,NN,گورنر
مخلوق,NN,مخلوق
مہر,NN,مہر
قائد,ADJ,قائد
پریشانی,NN,پریشان
کھو,VB,کھو
ٹائم,NN,ٹائم
نکتہ,NN,نکتہ
پاکستانیوں,NN,پاکستان
تکمیل,NN,تکمیل
نقطہ,NN,نقطہ
گیس,NN,گیس
بھوک,NN,بھوک
مرحلے,NN,مرحلہ
ساتھیوں,NN,ساتھی
کھلی,ADJ,کھل
لگانا,VB,لگ
انگلستان,PN,انگلستان
نیت,NN,نیت
ورک,NN,ورک
اجتماعی,ADJ,اجتماعی
ہندی,PN,ہندی
نعمت,NN,نعمت
نجات,NN,نجات
گردوں,NN,گردہ
جرمنی,PN,جرمنی
پے,NN,پے
انا,PN,آناً
بچانے,VB,بچا
کرا,VB,کر
مقابلوں,NN,مقابلہ
دان,NN,دان
کروانے,VB,کر
بٹن,NN,بٹن
جرائم,NN,جرم
ترکیب,NN,تركیب
شرم,NN,شرم
لازم,NN,لازم
اتار,NN,اتار
آصف,PN,آصف
مقصود,NN,مقصود
کفر,NN,كفر
خاں,NN,خاں
ناقابل,NN,ناقابل
نوں,NN,نوں
را,PN,را
وزارت,NN,وزارت
چھپا,VB,چھپ
ھے,PN,ھے
دوڑ,NN,دوڑ
ت,NN,ت
شہرت,NN,شہرت
بٹیا,PN,بٹیا
بدن,NN,بدن
ا,PN,ا
عورتیں,NN,عورت
کرانے,VB,کرا
چاہا,AA,چاہ
ایرانی,PN,ایران
پاگل,ADJ,پاگل
توفیق,NN,توفیق
تفسیر,NN,تفسیر
پردہ,NN,پردہ
دکان,NN,دکان
فرخ,NN,فرخ
نیشنل,PN,نیشنل
فلموں,NN,فلم
مزا,NN,مزا
لکھتا,VB,لکھ
قائل,ADJ,قائل
بتانے,VB,بتا
سنہ,NN,سنہ
وادی,PN,وادی
ظفری,NN,ظفری
ماننے,VB,مان
اعزاز,NN,اعزاز
جملے,NN,جملہ
ظالم,NN,ظالم
مانگ,VB,مانگ
رسالت,NN,رسالت
وجوہات,NN,وجہ
وچ,PN,وچ
پوزیشن,NN,پوزيشن
کہو,VB,کہہ
اٹھائے,VB,اُٹھ
سنتے,VB,سن
وسائل,NN,وسائل
سمجھیں,VB,سمجھ
تجاویز,NN,تجویز
کوچ,NN,کوچ
منعقد,ADJ,منعقد
فرمایا,PN,فرما
